Extension;Load;Strain 1
52.85;2466.38;-1.81
52.87;2466.53;-1.81
52.88;2466;-1.81
52.9;2465.16;-1.81
52.92;2465.47;-1.81
52.93;2465.22;-1.811
52.95;2465.72;-1.811
52.97;2465.73;-1.81
52.98;2465.95;-1.81
53;2465.96;-1.81
53.02;2465.94;-1.81
53.03;2465.35;-1.81
53.05;2466.02;-1.81
53.07;2465.76;-1.81
53.08;2465.73;-1.81
53.1;2466.12;-1.81
53.12;2466.3;-1.81
53.13;2466.88;-1.81
53.15;2466.42;-1.811
53.17;2466.03;-1.81
53.18;2466.04;-1.811
53.2;2465.52;-1.81
53.22;2465.7;-1.811
53.23;2466.5;-1.811
53.25;2467.06;-1.811
53.27;2467.01;-1.811
53.28;2466.75;-1.811
53.3;2465.97;-1.81
53.32;2465.85;-1.81
53.33;2465.84;-1.81
53.35;2466.26;-1.81
53.37;2466.89;-1.81
53.38;2468.01;-1.81
53.4;2467.83;-1.81
53.42;2467.53;-1.81
53.43;2467.2;-1.81
53.45;2467.29;-1.811
53.47;2466.9;-1.811
53.48;2467.1;-1.811
53.5;2467.87;-1.811
53.52;2467.86;-1.811
53.53;2468.68;-1.811
53.55;2468.34;-1.811
53.57;2468.19;-1.811
53.58;2467.76;-1.811
53.6;2468.21;-1.811
53.62;2468.36;-1.81
53.63;2468.94;-1.81
53.65;2468.63;-1.811
53.67;2469.18;-1.81
53.68;2469.18;-1.81
53.7;2468.7;-1.811
53.72;2468.51;-1.811
53.73;2468.34;-1.811
53.75;2468.71;-1.811
53.77;2468.85;-1.811
53.78;2469.24;-1.811
53.8;2469.95;-1.81
53.82;2469.38;-1.811
53.83;2468.71;-1.811
53.85;2469.25;-1.811
53.87;2469.24;-1.811
53.88;2468.79;-1.811
53.9;2469.08;-1.811
53.92;2469.98;-1.811
53.93;2470.59;-1.811
53.95;2469.98;-1.811
53.97;2470.17;-1.811
53.98;2469.33;-1.811
54;2469.54;-1.811
54.02;2469.48;-1.811
54.03;2469.62;-1.81
54.05;2469.77;-1.81
54.07;2469.82;-1.81
54.08;2470.01;-1.811
54.1;2470.02;-1.811
54.12;2468.54;-1.811
54.13;2468.41;-1.811
54.15;2468.58;-1.811
54.17;2468.77;-1.811
54.18;2469.24;-1.811
54.2;2469.42;-1.811
54.22;2469.15;-1.811
54.23;2468.99;-1.811
54.25;2469.23;-1.811
54.27;2468.4;-1.811
54.28;2468.44;-1.811
54.3;2467.75;-1.811
54.32;2468.21;-1.811
54.33;2468.11;-1.811
54.35;2468.29;-1.811
54.37;2467.91;-1.811
54.38;2467.82;-1.811
54.4;2467.36;-1.811
54.42;2467.18;-1.811
54.43;2467.35;-1.811
54.45;2467.01;-1.811
54.47;2467.17;-1.811
54.48;2467.25;-1.811
54.5;2467.59;-1.811
54.52;2466.81;-1.811
54.53;2466.37;-1.811
54.55;2466;-1.811
54.57;2465.95;-1.811
54.58;2466.71;-1.811
54.6;2466.44;-1.811
54.62;2466.84;-1.811
54.63;2466.07;-1.811
54.65;2466.3;-1.811
54.67;2466.1;-1.811
54.68;2465.88;-1.811
54.7;2465.76;-1.811
54.72;2466.02;-1.811
54.73;2466.56;-1.811
54.75;2466.64;-1.811
54.77;2467.53;-1.811
54.78;2467.65;-1.811
54.8;2466.37;-1.811
54.82;2466.32;-1.811
54.83;2466.44;-1.811
54.85;2466.9;-1.811
54.87;2467.43;-1.811
54.88;2466.92;-1.811
54.9;2466.96;-1.811
54.92;2466.95;-1.811
54.93;2466.51;-1.811
54.95;2466.39;-1.811
54.97;2466.09;-1.811
54.98;2465.4;-1.811
55;2466.43;-1.811
55.02;2466.2;-1.811
55.03;2466.57;-1.811
55.05;2466.52;-1.811
55.07;2466.99;-1.811
55.08;2466.31;-1.811
55.1;2465.78;-1.811
55.12;2466.06;-1.811
55.13;2466.02;-1.811
55.15;2466.33;-1.811
55.17;2466.15;-1.811
55.18;2466.32;-1.811
55.2;2466.2;-1.811
55.22;2466.42;-1.811
55.23;2466.08;-1.811
55.25;2466.03;-1.811
55.27;2465.8;-1.811
55.28;2465.79;-1.811
55.3;2465.58;-1.811
55.32;2465.95;-1.811
55.33;2465.53;-1.811
55.35;2465.07;-1.811
55.37;2465.5;-1.811
55.38;2465.04;-1.811
55.4;2465.88;-1.811
55.42;2465.69;-1.811
55.43;2465.28;-1.811
55.45;2465.35;-1.811
55.47;2465.51;-1.811
55.48;2465.22;-1.811
55.5;2465.3;-1.811
55.52;2464.88;-1.811
55.53;2465.17;-1.811
55.55;2465.65;-1.811
55.57;2466.6;-1.811
55.58;2466.22;-1.811
55.6;2465.8;-1.811
55.62;2465.21;-1.811
55.63;2464.58;-1.811
55.65;2464.72;-1.811
55.67;2465.78;-1.811
55.68;2465.59;-1.81
55.7;2466.07;-1.811
55.72;2466.06;-1.811
55.73;2467.05;-1.811
55.75;2465.84;-1.811
55.77;2465.55;-1.811
55.78;2465.67;-1.811
55.8;2465.68;-1.811
55.82;2466.25;-1.811
55.83;2466.17;-1.811
55.85;2466.73;-1.811
55.87;2467.13;-1.811
55.88;2467.13;-1.811
55.9;2466.97;-1.811
55.92;2466.84;-1.811
55.93;2467.31;-1.811
55.95;2467.57;-1.811
55.97;2468.57;-1.811
55.98;2468.71;-1.811
56;2468.63;-1.811
56.02;2468.16;-1.811
56.03;2468.34;-1.811
56.05;2468.65;-1.811
56.07;2468.6;-1.811
56.08;2469.42;-1.811
56.1;2469.81;-1.811
56.12;2469.87;-1.811
56.13;2470.1;-1.811
56.15;2469.63;-1.811
56.17;2469.93;-1.811
56.18;2469.94;-1.811
56.2;2470.48;-1.811
56.22;2470.58;-1.811
56.23;2470.66;-1.811
56.25;2470.89;-1.811
56.27;2471.13;-1.811
56.28;2471.2;-1.811
56.3;2471.9;-1.811
56.32;2471.47;-1.811
56.33;2472.47;-1.811
56.35;2472.6;-1.811
56.37;2473.24;-1.811
56.38;2473.97;-1.811
56.4;2473.5;-1.811
56.42;2473.22;-1.811
56.43;2472.7;-1.811
56.45;2472.86;-1.811
56.47;2472.91;-1.811
56.48;2472.68;-1.811
56.5;2473.36;-1.811
56.52;2473.77;-1.811
56.53;2474.08;-1.811
56.55;2474.2;-1.811
56.57;2473.68;-1.811
56.58;2473.54;-1.811
56.6;2472.3;-1.811
56.62;2473.14;-1.811
56.63;2473.33;-1.811
56.65;2473.81;-1.811
56.67;2473.82;-1.811
56.68;2474.23;-1.811
56.7;2474.5;-1.811
56.72;2474.34;-1.811
56.73;2473.64;-1.811
56.75;2473.92;-1.811
56.77;2474.46;-1.811
56.78;2475.64;-1.811
56.8;2475.26;-1.811
56.82;2475.52;-1.811
56.83;2475.29;-1.811
56.85;2475.1;-1.811
56.87;2475.8;-1.811
56.88;2475.25;-1.811
56.9;2475.99;-1.811
56.92;2475.95;-1.811
56.93;2475.92;-1.811
56.95;2475.77;-1.811
56.97;2475.41;-1.811
56.98;2475.09;-1.811
57;2474.88;-1.811
57.02;2475.39;-1.811
57.03;2475.3;-1.811
57.05;2475.47;-1.811
57.07;2476.3;-1.811
57.08;2475.97;-1.811
57.1;2475.82;-1.811
57.12;2475.8;-1.811
57.13;2475.35;-1.811
57.15;2475.38;-1.811
57.17;2475.13;-1.811
57.18;2475.96;-1.811
57.2;2475.97;-1.811
57.22;2476.42;-1.811
57.23;2475.99;-1.811
57.25;2475.67;-1.811
57.27;2475.4;-1.811
57.28;2475.81;-1.811
57.3;2475.53;-1.811
57.32;2475.71;-1.811
57.33;2475.4;-1.811
57.35;2475.24;-1.811
57.37;2475.27;-1.811
57.38;2475.36;-1.811
57.4;2475.41;-1.811
57.42;2474.64;-1.811
57.43;2475.47;-1.811
57.45;2475.58;-1.811
57.47;2475.24;-1.811
57.48;2474.89;-1.811
57.5;2475.2;-1.811
57.52;2475.17;-1.811
57.53;2474.62;-1.811
57.55;2474.44;-1.811
57.57;2474.96;-1.811
57.58;2475.46;-1.811
57.6;2475.99;-1.811
57.62;2475.95;-1.811
57.63;2476.12;-1.811
57.65;2475.91;-1.811
57.67;2475.16;-1.811
57.68;2475.24;-1.811
57.7;2475.55;-1.811
57.72;2475.37;-1.811
57.73;2475.53;-1.811
57.75;2475.31;-1.811
57.77;2475.93;-1.811
57.78;2474.75;-1.811
57.8;2474.66;-1.811
57.82;2474.8;-1.811
57.83;2475.13;-1.811
57.85;2475.14;-1.811
57.87;2475.32;-1.811
57.88;2475.04;-1.811
57.9;2474.72;-1.811
57.92;2474.45;-1.811
57.93;2474.5;-1.811
57.95;2474.61;-1.811
57.97;2474.59;-1.811
57.98;2474.48;-1.811
58;2475.36;-1.811
58.02;2475.18;-1.811
58.03;2475.11;-1.811
58.05;2474.63;-1.811
58.07;2474.68;-1.811
58.08;2475.08;-1.811
58.1;2475.24;-1.811
58.12;2475.33;-1.811
58.13;2474.91;-1.811
58.15;2475.14;-1.811
58.17;2475.31;-1.811
58.18;2475.28;-1.811
58.2;2474.78;-1.811
58.22;2474.32;-1.811
58.23;2474.29;-1.811
58.25;2474.05;-1.811
58.27;2475.27;-1.811
58.28;2474.7;-1.811
58.3;2475.39;-1.811
58.32;2475.66;-1.811
58.33;2475.82;-1.811
58.35;2475.48;-1.811
58.37;2475.86;-1.811
58.38;2475.49;-1.811
58.4;2476.91;-1.811
58.42;2477.13;-1.811
58.43;2476.95;-1.811
58.45;2476.92;-1.811
58.47;2476.82;-1.811
58.48;2476.84;-1.811
58.5;2477.63;-1.811
58.52;2477.74;-1.811
58.53;2477.26;-1.811
58.55;2476.92;-1.811
58.57;2476.81;-1.811
58.58;2476.96;-1.811
58.6;2477.12;-1.811
58.62;2475.67;-1.811
58.63;2475.3;-1.811
58.65;2475.73;-1.811
58.67;2475.78;-1.811
58.68;2476.24;-1.811
58.7;2476.34;-1.811
58.72;2476.16;-1.811
58.73;2476.41;-1.811
58.75;2476.48;-1.811
58.77;2476.69;-1.811
58.78;2476.91;-1.811
58.8;2476.77;-1.811
58.82;2477.1;-1.811
58.83;2477.31;-1.811
58.85;2477.17;-1.811
58.87;2477.37;-1.811
58.88;2477.45;-1.811
58.9;2477.84;-1.811
58.92;2477.84;-1.811
58.93;2478.41;-1.811
58.95;2478.4;-1.811
58.97;2478.77;-1.811
58.98;2478.19;-1.811
59;2478.63;-1.811
59.02;2478.12;-1.811
59.03;2477.79;-1.811
59.05;2477.56;-1.811
59.07;2478.17;-1.811
59.08;2478.33;-1.811
59.1;2477.93;-1.811
59.12;2478.46;-1.811
59.13;2478.38;-1.811
59.15;2478.49;-1.811
59.17;2478.41;-1.811
59.18;2478.52;-1.811
59.2;2477.92;-1.811
59.22;2477.98;-1.811
59.23;2478.15;-1.811
59.25;2478.75;-1.811
59.27;2478.13;-1.811
59.28;2478.59;-1.811
59.3;2478.62;-1.811
59.32;2478.53;-1.811
59.33;2477.95;-1.811
59.35;2477.56;-1.811
59.37;2477.81;-1.811
59.38;2478.03;-1.812
59.4;2478.69;-1.812
59.42;2478.53;-1.812
59.43;2477.95;-1.812
59.45;2477.86;-1.811
59.47;2477.69;-1.811
59.48;2478.37;-1.811
59.5;2478.43;-1.811
59.52;2477.39;-1.811
59.53;2477.95;-1.811
59.55;2478.07;-1.811
59.57;2477.96;-1.811
59.58;2478.82;-1.811
59.6;2478.57;-1.811
59.62;2478.65;-1.811
59.63;2478.26;-1.811
59.65;2478.91;-1.811
59.67;2478.85;-1.811
59.68;2478.57;-1.811
59.7;2478.26;-1.811
59.72;2478.25;-1.811
59.73;2478.16;-1.811
59.75;2478.28;-1.812
59.77;2478.86;-1.812
59.78;2478.59;-1.812
59.8;2478.06;-1.812
59.82;2478.94;-1.812
59.83;2478.16;-1.812
59.85;2477.64;-1.812
59.87;2477.38;-1.811
59.88;2478.01;-1.811
59.9;2477.94;-1.811
59.92;2478.11;-1.811
59.93;2477.68;-1.811
59.95;2477.39;-1.811
59.97;2477.59;-1.811
59.98;2477.37;-1.811
60;2477.35;-1.811
60.02;2477.87;-1.811
60.03;2477.75;-1.811
60.05;2478.19;-1.812
60.07;2478.53;-1.812
60.08;2478.29;-1.812
60.1;2478.05;-1.812
60.12;2478.13;-1.812
60.13;2477.57;-1.812
60.15;2477.53;-1.812
60.17;2477.15;-1.811
60.18;2477.52;-1.812
60.2;2477.83;-1.812
60.22;2477.17;-1.812
60.23;2477.76;-1.811
60.25;2477.06;-1.812
60.27;2477.04;-1.811
60.28;2476.88;-1.811
60.3;2477.27;-1.811
60.32;2476.9;-1.811
60.33;2477.77;-1.811
60.35;2476.79;-1.811
60.37;2476.61;-1.811
60.38;2476.89;-1.811
60.4;2476.98;-1.811
60.42;2476.98;-1.812
60.43;2476.67;-1.812
60.45;2477.25;-1.812
60.47;2477.08;-1.812
60.48;2477.35;-1.812
60.5;2477.33;-1.812
60.52;2476.59;-1.812
60.53;2476.88;-1.812
60.55;2477.08;-1.812
60.57;2477.26;-1.812
60.58;2476.93;-1.811
60.6;2476.95;-1.811
60.62;2476.56;-1.811
60.63;2476.88;-1.811
60.65;2475.72;-1.811
60.67;2475.7;-1.811
60.68;2476.49;-1.811
60.7;2477.01;-1.812
60.72;2476.64;-1.812
60.73;2476.83;-1.812
60.75;2476.52;-1.812
60.77;2476.45;-1.812
60.78;2476.31;-1.812
60.8;2476.2;-1.812
60.82;2476.56;-1.812
60.83;2475.62;-1.812
60.85;2476.02;-1.812
60.87;2475.89;-1.812
60.88;2475.91;-1.812
60.9;2475.86;-1.812
60.92;2475.71;-1.812
60.93;2475.69;-1.812
60.95;2475.84;-1.812
60.97;2476.28;-1.812
60.98;2476.58;-1.812
61;2475.9;-1.811
61.02;2476.02;-1.811
61.03;2475.74;-1.811
61.05;2475.99;-1.811
61.07;2475.66;-1.812
61.08;2475.91;-1.812
61.1;2475.78;-1.812
61.12;2476.09;-1.812
61.13;2475.99;-1.812
61.15;2475.54;-1.812
61.17;2475.13;-1.812
61.18;2475.65;-1.812
61.2;2475.97;-1.812
61.22;2476.22;-1.812
61.23;2475.79;-1.812
61.25;2475.56;-1.812
61.27;2475.63;-1.812
61.28;2476.33;-1.812
61.3;2476.53;-1.812
61.32;2476.09;-1.812
61.33;2476.11;-1.812
61.35;2476.39;-1.812
61.37;2475.85;-1.812
61.38;2476.51;-1.812
61.4;2475.81;-1.812
61.42;2476.15;-1.812
61.43;2476.44;-1.812
61.45;2476.11;-1.812
61.47;2475.58;-1.812
61.48;2475.53;-1.812
61.5;2475.96;-1.812
61.52;2476.11;-1.812
61.53;2475.82;-1.812
61.55;2475.57;-1.812
61.57;2476.26;-1.812
61.58;2475.99;-1.812
61.6;2475.49;-1.812
61.62;2475.98;-1.812
61.63;2475.85;-1.812
61.65;2475.71;-1.812
61.67;2475.86;-1.812
61.68;2476.37;-1.812
61.7;2475.89;-1.811
61.72;2476.36;-1.812
61.73;2476.65;-1.811
61.75;2476.88;-1.812
61.77;2476.5;-1.812
61.78;2476.73;-1.812
61.8;2476.67;-1.812
61.82;2476.47;-1.812
61.83;2476.66;-1.812
61.85;2476.14;-1.812
61.87;2476.52;-1.812
61.88;2476.42;-1.812
61.9;2476.86;-1.812
61.92;2476.93;-1.812
61.93;2476.24;-1.812
61.95;2476.18;-1.812
61.97;2476.58;-1.812
61.98;2476.85;-1.812
62;2476.78;-1.812
62.02;2477.11;-1.812
62.03;2477.18;-1.812
62.05;2477.14;-1.812
62.07;2477.03;-1.812
62.08;2477.42;-1.812
62.1;2477.41;-1.812
62.12;2477.33;-1.812
62.13;2477.27;-1.812
62.15;2477.12;-1.812
62.17;2476.42;-1.812
62.18;2477.08;-1.812
62.2;2477.58;-1.812
62.22;2477.19;-1.812
62.23;2477.31;-1.812
62.25;2477.18;-1.812
62.27;2477.66;-1.812
62.28;2477.05;-1.812
62.3;2476.67;-1.812
62.32;2476.19;-1.812
62.33;2476.29;-1.812
62.35;2476.46;-1.812
62.37;2476.74;-1.812
62.38;2476.29;-1.812
62.4;2476.44;-1.812
62.42;2476.78;-1.812
62.43;2476.54;-1.812
62.45;2476.47;-1.812
62.47;2476.21;-1.812
62.48;2476.5;-1.812
62.5;2477.04;-1.812
62.52;2477.55;-1.812
62.53;2476.8;-1.812
62.55;2477.22;-1.812
62.57;2476.84;-1.812
62.58;2477.38;-1.812
62.6;2477.11;-1.812
62.62;2477.41;-1.812
62.63;2477.31;-1.812
62.65;2476.92;-1.812
62.67;2477.39;-1.812
62.68;2477.57;-1.812
62.7;2477.38;-1.812
62.72;2477.21;-1.812
62.73;2477.42;-1.812
62.75;2477.95;-1.812
62.77;2477.99;-1.811
62.78;2477.63;-1.811
62.8;2477.41;-1.811
62.82;2477.53;-1.811
62.83;2477.55;-1.812
62.85;2478.13;-1.811
62.87;2477.97;-1.812
62.88;2477.66;-1.812
62.9;2477.65;-1.812
62.92;2477.97;-1.812
62.93;2478.29;-1.812
62.95;2478.32;-1.812
62.97;2478.31;-1.812
62.98;2478.18;-1.812
63;2478.57;-1.812
63.02;2477.8;-1.812
63.03;2477.98;-1.812
63.05;2478.24;-1.812
63.07;2478.61;-1.812
63.08;2478.87;-1.812
63.1;2478.68;-1.812
63.12;2478.16;-1.812
63.13;2478.02;-1.812
63.15;2478.36;-1.812
63.17;2478.49;-1.812
63.18;2479.34;-1.812
63.2;2480.23;-1.812
63.22;2480.6;-1.812
63.23;2480.61;-1.812
63.25;2480.67;-1.812
63.27;2481.23;-1.812
63.28;2481.86;-1.812
63.3;2482.56;-1.812
63.32;2483.2;-1.812
63.33;2483.88;-1.812
63.35;2484.23;-1.812
63.37;2484.48;-1.812
63.38;2485.49;-1.812
63.4;2485.98;-1.812
63.42;2486.85;-1.812
63.43;2487.4;-1.812
63.45;2487.71;-1.812
63.47;2487.61;-1.812
63.48;2488.59;-1.812
63.5;2489.1;-1.812
63.52;2490.23;-1.812
63.53;2490.51;-1.812
63.55;2491.22;-1.812
63.57;2492.03;-1.812
63.58;2492.84;-1.812
63.6;2492.41;-1.812
63.62;2493.35;-1.812
63.63;2494.21;-1.812
63.65;2494.33;-1.812
63.67;2494.84;-1.812
63.68;2495.37;-1.812
63.7;2495.8;-1.812
63.72;2497.02;-1.812
63.73;2497.13;-1.812
63.75;2497.34;-1.812
63.77;2498.3;-1.812
63.78;2498.34;-1.812
63.8;2499.04;-1.812
63.82;2499.27;-1.812
63.83;2499.88;-1.812
63.85;2499.82;-1.812
63.87;2500.1;-1.812
63.88;2500.3;-1.812
63.9;2500.75;-1.812
63.92;2501.38;-1.812
63.93;2501.17;-1.812
63.95;2501.63;-1.812
63.97;2501.73;-1.812
63.98;2501.22;-1.812
64;2501.87;-1.812
64.02;2501.89;-1.812
64.03;2502.7;-1.812
64.05;2503.18;-1.812
64.07;2503.87;-1.812
64.08;2503.77;-1.812
64.1;2503.61;-1.812
64.12;2503.83;-1.812
64.13;2504.09;-1.812
64.15;2504.64;-1.812
64.17;2505.15;-1.812
64.18;2505.44;-1.812
64.2;2505.12;-1.812
64.22;2506.13;-1.812
64.23;2506.36;-1.812
64.25;2505.9;-1.812
64.27;2506.26;-1.812
64.28;2505.81;-1.812
64.3;2506.16;-1.812
64.32;2506.68;-1.812
64.33;2506.43;-1.812
64.35;2507.2;-1.812
64.37;2506.74;-1.812
64.38;2507.59;-1.812
64.4;2507.55;-1.812
64.42;2507.22;-1.812
64.43;2507.18;-1.812
64.45;2507.88;-1.812
64.47;2507.97;-1.812
64.48;2508.48;-1.812
64.5;2508.13;-1.812
64.52;2507.92;-1.812
64.53;2508.16;-1.812
64.55;2508.12;-1.812
64.57;2507.67;-1.812
64.58;2508.2;-1.812
64.6;2509.01;-1.812
64.62;2509.15;-1.812
64.63;2508.78;-1.812
64.65;2508.54;-1.812
64.67;2508.1;-1.812
64.68;2507.89;-1.812
64.7;2508.39;-1.812
64.72;2508.15;-1.812
64.73;2508.16;-1.812
64.75;2507.42;-1.812
64.77;2507.94;-1.812
64.78;2507.4;-1.812
64.8;2507.71;-1.812
64.82;2508.31;-1.812
64.83;2507.4;-1.812
64.85;2507.45;-1.812
64.87;2508.02;-1.812
64.88;2508.16;-1.812
64.9;2508.08;-1.812
64.92;2507.44;-1.812
64.93;2507.36;-1.812
64.95;2507.42;-1.812
64.97;2507.4;-1.812
64.98;2507.07;-1.812
65;2507.57;-1.812
65.02;2507.7;-1.812
65.03;2507.72;-1.812
65.05;2507.9;-1.812
65.07;2507.47;-1.812
65.08;2507.09;-1.812
65.1;2507.4;-1.812
65.12;2507.7;-1.812
65.13;2508.31;-1.812
65.15;2507.42;-1.812
65.17;2506.68;-1.812
65.18;2506.75;-1.812
65.2;2506.79;-1.812
65.22;2506.38;-1.812
65.23;2506.5;-1.812
65.25;2506.4;-1.812
65.27;2506.96;-1.812
65.28;2506.6;-1.812
65.3;2506.9;-1.812
65.32;2506.52;-1.812
65.33;2506.47;-1.812
65.35;2506.15;-1.812
65.37;2506.6;-1.812
65.38;2506.85;-1.812
65.4;2506.89;-1.812
65.42;2507.29;-1.812
65.43;2507.11;-1.812
65.45;2507.15;-1.812
65.47;2506.47;-1.812
65.48;2506.17;-1.812
65.5;2506.42;-1.812
65.52;2506.74;-1.812
65.53;2507.17;-1.812
65.55;2506.84;-1.812
65.57;2506.3;-1.812
65.58;2506.54;-1.812
65.6;2506.83;-1.812
65.62;2506.46;-1.812
65.63;2506.25;-1.812
65.65;2506.19;-1.812
65.67;2506.6;-1.812
65.68;2506.57;-1.812
65.7;2506.7;-1.812
65.72;2506.19;-1.812
65.73;2506.15;-1.812
65.75;2505.96;-1.812
65.77;2506.35;-1.812
65.78;2505.82;-1.812
65.8;2506.57;-1.812
65.82;2506.93;-1.812
65.83;2506.93;-1.812
65.85;2506.17;-1.812
65.87;2505.96;-1.812
65.88;2505.96;-1.812
65.9;2505.48;-1.812
65.92;2506.7;-1.812
65.93;2506.38;-1.812
65.95;2506.02;-1.812
65.97;2506.15;-1.812
65.98;2505.97;-1.812
66;2505.32;-1.812
66.02;2505.9;-1.812
66.03;2505.96;-1.812
66.05;2506.16;-1.812
66.07;2505.52;-1.812
66.08;2505.98;-1.812
66.1;2505.68;-1.812
66.12;2506.02;-1.812
66.13;2505.63;-1.812
66.15;2505.53;-1.812
66.17;2505.42;-1.812
66.18;2505.52;-1.812
66.2;2505.61;-1.812
66.22;2505.26;-1.812
66.23;2505.55;-1.812
66.25;2505.22;-1.812
66.27;2504.6;-1.812
66.28;2505.07;-1.812
66.3;2504.81;-1.812
66.32;2504.74;-1.812
66.33;2504.47;-1.812
66.35;2504.58;-1.812
66.37;2504.16;-1.812
66.38;2503.62;-1.812
66.4;2503.28;-1.812
66.42;2503.62;-1.812
66.43;2503.08;-1.812
66.45;2503.34;-1.812
66.47;2502.93;-1.812
66.48;2503;-1.812
66.5;2503.42;-1.812
66.52;2503.87;-1.812
66.53;2503.53;-1.812
66.55;2502.92;-1.812
66.57;2502.89;-1.812
66.58;2503.51;-1.812
66.6;2502.89;-1.812
66.62;2502.92;-1.812
66.63;2502.42;-1.812
66.65;2502.86;-1.812
66.67;2502.01;-1.812
66.68;2501.84;-1.812
66.7;2501.74;-1.812
66.72;2501.76;-1.812
66.73;2501.96;-1.812
66.75;2501.79;-1.812
66.77;2501.87;-1.812
66.78;2502.04;-1.812
66.8;2501.09;-1.812
66.82;2500.73;-1.812
66.83;2500.94;-1.812
66.85;2500.7;-1.812
66.87;2500.79;-1.812
66.88;2500.72;-1.812
66.9;2500.88;-1.812
66.92;2500.83;-1.812
66.93;2500.99;-1.812
66.95;2500.71;-1.812
66.97;2500.08;-1.812
66.98;2500.44;-1.812
67;2500.45;-1.812
67.02;2500.76;-1.812
67.03;2500.11;-1.812
67.05;2500.17;-1.812
67.07;2500.81;-1.812
67.08;2500.8;-1.812
67.1;2500.9;-1.812
67.12;2500.67;-1.812
67.13;2500.81;-1.812
67.15;2500.37;-1.812
67.17;2500.13;-1.812
67.18;2499.92;-1.812
67.2;2499.97;-1.812
67.22;2499.77;-1.812
67.23;2499.62;-1.812
67.25;2499.21;-1.812
67.27;2499.08;-1.812
67.28;2499.93;-1.812
67.3;2499.61;-1.812
67.32;2499.71;-1.812
67.33;2500.17;-1.812
67.35;2499.84;-1.812
67.37;2499.21;-1.812
67.38;2498.47;-1.812
67.4;2498.9;-1.812
67.42;2499.51;-1.812
67.43;2499.3;-1.812
67.45;2499.2;-1.812
67.47;2499.14;-1.812
67.48;2499.64;-1.812
67.5;2499.38;-1.812
67.52;2499.43;-1.812
67.53;2499.06;-1.812
67.55;2499.39;-1.812
67.57;2499.14;-1.812
67.58;2499.63;-1.812
67.6;2499.14;-1.812
67.62;2498.49;-1.812
67.63;2498.5;-1.812
67.65;2498.68;-1.812
67.67;2498.23;-1.812
67.68;2497.67;-1.812
67.7;2498.21;-1.812
67.72;2498.86;-1.812
67.73;2498.87;-1.812
67.75;2498.2;-1.812
67.77;2497.64;-1.812
67.78;2497.53;-1.812
67.8;2497.43;-1.812
67.82;2498.28;-1.812
67.83;2498.81;-1.812
67.85;2498.93;-1.812
67.87;2498.68;-1.812
67.88;2498.76;-1.812
67.9;2498.09;-1.812
67.92;2498.28;-1.812
67.93;2498.23;-1.812
67.95;2497.68;-1.812
67.97;2497.61;-1.812
67.98;2497.65;-1.812
68;2497.52;-1.812
68.02;2497.44;-1.812
68.03;2497.75;-1.812
68.05;2497.39;-1.812
68.07;2497.28;-1.812
68.08;2497.18;-1.812
68.1;2497.41;-1.812
68.12;2497.3;-1.812
68.13;2497.31;-1.812
68.15;2497.7;-1.812
68.17;2497.1;-1.812
68.18;2497.03;-1.812
68.2;2496.81;-1.812
68.22;2496.71;-1.812
68.23;2497.01;-1.812
68.25;2497.31;-1.812
68.27;2497.29;-1.812
68.28;2497.64;-1.812
68.3;2497.34;-1.812
68.32;2496.99;-1.812
68.33;2496.37;-1.812
68.35;2496.3;-1.812
68.37;2496.24;-1.812
68.38;2496.81;-1.812
68.4;2497.61;-1.812
68.42;2497.16;-1.812
68.43;2496.83;-1.812
68.45;2496.77;-1.812
68.47;2496.17;-1.812
68.48;2495.77;-1.812
68.5;2496.13;-1.812
68.52;2496.35;-1.812
68.53;2496.58;-1.812
68.55;2496.58;-1.812
68.57;2496.76;-1.812
68.58;2496.96;-1.812
68.6;2496.74;-1.812
68.62;2497.32;-1.812
68.63;2497.25;-1.812
68.65;2497.54;-1.812
68.67;2497.62;-1.812
68.68;2497.8;-1.812
68.7;2497.49;-1.812
68.72;2497.64;-1.812
68.73;2497.85;-1.812
68.75;2497.56;-1.812
68.77;2497.65;-1.812
68.78;2498.2;-1.812
68.8;2498.24;-1.812
68.82;2497.98;-1.812
68.83;2497.29;-1.812
68.85;2497.16;-1.812
68.87;2497.15;-1.812
68.88;2496.83;-1.812
68.9;2497.09;-1.812
68.92;2497.02;-1.812
68.93;2497.03;-1.812
68.95;2498;-1.812
68.97;2497.21;-1.812
68.98;2496.93;-1.812
69;2496.92;-1.812
69.02;2496.87;-1.812
69.03;2496.87;-1.812
69.05;2497.07;-1.812
69.07;2497.29;-1.812
69.08;2497.23;-1.812
69.1;2497.15;-1.812
69.12;2497.57;-1.812
69.13;2497.87;-1.812
69.15;2497.42;-1.812
69.17;2497.42;-1.812
69.18;2497.71;-1.812
69.2;2498.28;-1.812
69.22;2498.61;-1.812
69.23;2498.82;-1.812
69.25;2498.79;-1.812
69.27;2498.68;-1.812
69.28;2497.62;-1.812
69.3;2498.32;-1.812
69.32;2498.35;-1.813
69.33;2499.36;-1.813
69.35;2499.67;-1.813
69.37;2499.92;-1.813
69.38;2499.73;-1.812
69.4;2500.25;-1.812
69.42;2499.41;-1.812
69.43;2499.37;-1.812
69.45;2499.9;-1.812
69.47;2500.33;-1.812
69.48;2499.78;-1.812
69.5;2500.36;-1.812
69.52;2499.52;-1.812
69.53;2499.57;-1.812
